Incident ID,Year,Month,Day,Country Code,Country,Region,District,City,UN,INGO,ICRC,NRCS and IFRC,NNGO,Other,Nationals killed,Nationals wounded,Nationals kidnapped,Nationals detained,Total nationals,Internationals killed,Internationals wounded,Internationals kidnapped,Internationals detained,Total internationals,Total killed,Total wounded,Total kidnapped,Total detained,Total affected,Gender Male,Gender Female,Gender Unknown,Means of attack,Attack context,Location,Latitude,Longitude,Motive,Actor type,Actor name,Details,Verified,Source
#event+id,#date+year,#date+month,#date+day,#country+code,#country+name+i_en,#adm1+name+i_en,#adm2+name+i_en,#adm3+name+i_en,#affected+UN,#affected+INGO,#affected+ICRC,#affected+IFRC,#affected+NGO,#affected+other,#affected+killed+national,#affected+injured+national,#affected+kidnapped+national,#affected+detained+national,#affected+total+national,#affected+killed+international,#affected+injured+international,#affected+kidnapped+international,#affected+detained+international,#affected+total+international,#affected+total+killed,#affected+total+injured,#affected+total+kidnapped,#affected+total+detained,#affected+total,#affected+total+m,#affected+total+f,#affected+total+i,#event+means+i_en,#event+type+i_en,#loc+type+i_en,#geo+lat,#geo+lon,#x_event_motive,#group+type+i_en,#group+name+i_en,#description+i_en,,
2086,2016,5,3,CD,DR Congo,South-Ubangi,Budjala,Katoro,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,3,0,0,Kidnapping,Ambush,Road,2.775.809,20.485.489,Unknown,Non-state armed group: Regional,Democratic Forces for the Liberation of Rwanda (FDLR),"Three INGO truck drivers were intercepted by gunpoint on Bambu-Kirima road in Katora village and kidnapped. They were freed on Friday, May 6th.",Yes,Official Report
2088,2016,5,3,HT,Haiti,West,Tabarre,Tabarre,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,Bodily assault,Individual attack,Unknown,18.556.359,-72.259.967,Unknown,Unknown,Unknown,A UN staff member was stabbed in his car by two armed suspects. The victim managed to defend and drive himself to a nearby hospital for treatment.,Yes,Official Report
2089,2016,5,7,SS,South Sudan,Central Equatoria,Juba,Gudelle,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,Shooting,Raid,Home,4.864.586,31.558.421,Unknown,Unknown,Unknown,"An INGO male staff member was shot and killed in his residence at night by unknown assailants. Another person, female, that was present at the residence, was also killed in the attack.",Yes,Official Report
2090,2016,5,10,SS,South Sudan,Eastern Equatoria,Torit,Magwi-Torit Road,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,Shooting,Ambush,Road,4.313.161,32.426.147,Economic,Unknown,Unknown,"A UN contracted truck driver was ambushed and killed by gunmen along the Magwi-Torit road in Eastern Equatorial, South Sudan. The gunmen stole money, phones and other items. Two other people in the truck managed to escape unharmed.",Yes,Official Report
2091,2016,5,18,CF,Central African Republic,Ouham,Markounda,Kouki,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,Shooting,Ambush,Road,7.169.786,17.306.643,Unknown,Unknown,Unknown,"A national driver for an INGO was shot and killed by armed men in an attack on a convoy. The attack occurred in Kouki, 250 miles north of Bangui.",Yes,Media
2092,2016,5,19,NG,Nigeria,Taraba,Arlo-Koda,"Keff-Jos Road, Barde (near)",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,Shooting,Ambush,Road,8.75,11.05,Economic,Unknown,Unknown,A team of four UN agency staff members where attacked by robbers along the Keffi-Jos road not far from Barde Village. The driver was shot and transported to the hospital. The other staff members were unharmed.,Yes,Official Report
2284,2016,5,24,SS,South Sudan,Eastern Equatoria,Torit,Torit,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,Kidnapping,Ambush,Road,441.024,32.574.038,Unknown,Unknown,Unknown,A driver from an INGO (implementing partner to a UN agency) was carjacked near Torit town by anti-government elements. The driver was kidnapped and badly beaten. He was released after 48 hours.,Yes,Official Report
2093,2016,5,25,SS,South Sudan,Upper Nile,Malakal,Malakal,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,2,0,0,2,Bodily assault,Unknown,Unknown,9.527.988,31.668.235,Economic,Unknown,Unknown,Two INGO contractors were physically assaulted by six unidentified persons during an attempted robbery. The victims sustained injuries were referred to an NGO clinic in order to receive medical treatment.,Yes,Official Report
2101,2016,5,25,CD,DR Congo,North Kivu,Lubero,Luofu,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,2,2,0,0,Kidnapping,Ambush,Road,-594.896,2.909.727,Unknown,Unknown,Unknown,"Four INGO staff members were ambushed by armed men in Timbo-Timbo, North Kivu while travelling in two separate vehicles. Two of the ambushed staff members managed to escape. Two remaining staff members were released on the sixth day and did not suffer maltreatment.",Yes,Official Report
2283,2016,5,30,ML,Mali,Gao,Gao,Gao,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,Shooting,Raid,Office/compound,16.266.667,-47.987,Political,Non-state armed group: Unknown,Not applicable,One international contractor working for a UN agency was killed during an armed attack by small arms fire. A group of assailants had attacked the compound hosting the UN staff members.,Yes,Focal Point
2150,2016,5,31,SY,Syrian Arab Republic,Idlib,Idlib,Idlib,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,Aerial bombardment,Combat/Crossfire,Public location,35.931.027,36.641.778,Political,Foreign or coalition forces,Russian Syrian Military Coalition,"A 23-year old aid worker was killed in Idlib, during a sustained airstrike. He was part of local NGO and on an emergency response team that taught volunteers about first aid and providing search &amp; rescue during airstrikes. During the attack, he was trying to rescue families that were trapped under the rubble of their building after it had been hit. The airstrike also killed several civilians.",Yes,Official Report
2094,2016,6,1,AF,Afghanistan,Parvan,Shekh Ali,Khah Ghulam Ali,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,2,1,0,Shooting,Ambush,Road,34.946.423,68.521.729,Political,Non-state armed group: National,Taliban,"Anti-government elements fired multiple shots at an INGO vehicle, killing all three national staff members that were inside. The staff members were travelling from Bamyan to Kabul and were in the Khak Ghulam Ali area. Reports cite that three members of the Taliban have been detained on suspicion of their involvement in the incident.",Yes,Official Report
2206,2016,6,1,SO,Somalia,Banadir,Banadir,"Mogadishu, Hodan",0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,Complex attack,Raid,Public location,2.043.497,45.300.802,Incidental,Non-state armed group: National,Al Shabaab,"One local NGO staff member was killed in a complex attack on the Ambassador Hotel in Hodan District. A suicide bomber drove a vehicle laden with explosives into the hotel which was then stormed by Al-Shabaab fighters. Reportedly, more than 20 people were killed in the attack and more than fifty were injured, including the local NGO staff member.",Yes,Official Report
2098,2016,6,3,CD,DR Congo,South-Ubangi,Budjala,Lemera,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,Shooting,Ambush,Road,-3.031.597,28.993.615,Economic,Unknown,Unknown,Armed gunmen ambushed two INGO vehicles and robbed the passengers at gunpoint. The driver was injured and had to be treated at a hospital.,Yes,Official Report
2100,2016,6,5,AF,Afghanistan,Lowgar,Pul-e Alam,Altamur,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,Kidnapping,Raid,Project site,33.8,69.083.333,Political,Non-state armed group: National,Taliban,A demining team (UN agency partner) was attacked by anti-government elements during a range clearing operation. AGE set fire to seven vehicles and abducted the team leader.,Yes,Official Report
2095,2016,6,7,SS,South Sudan,Central Equatoria,Juba,Tomping,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,2,1,1,0,Bodily assault,Raid,Office/compound,4.859.363,3.157.125,Unknown,Unknown,Unknown,Armed men entered an INGO compound through a perimeter fence and tricked the staff into opening the door. The men were armed with machetes and assaulted the staff and guards. Two international aid workers had to medically evacuated to South Africa for treatment.,Yes,Official Report
2267,2016,6,9,SS,South Sudan,Eastern Equatoria,Magwi,Nimule,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,Bodily assault,Individual attack,Road,3.591.585,32.063.859,Incidental,Unknown,Unknown,One INGO national staff member was assaulted on her way to work for her night shift. The perpetrator was reportedly a repeat criminal offender. He assaulted her with a wire lock that he fashioned into a weapon. She managed to run away with the assistance of some locals who took her to the hospital.,Yes,Focal Point
2212,2016,6,11,SY,Syrian Arab Republic,Aleppo,Atareb,Orem Al Kubra,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,Aerial bombardment,Combat/Crossfire,Unknown,36.148.126,36.946.323,Political,Foreign or coalition forces,Russian Syrian Military Coalition,"One volunteer was killed in an 'double tap' airstrike.
",Yes,Media
2097,2016,6,13,SD,Sudan,Central Darfur,Azum,Um Shalaiya,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,Kidnapping,Ambush,Road,13.152.872,23.192.139,Unknown,Non-state armed group: Unknown,Not applicable,"Armed men carjacked a UN-contracted truck with three drivers in the Azoum area of Um Shalaiya. One of the drivers was released after negotiations. on June 27, 2016, in Ag Geneina, West Darfur. Another driver managed to escape during the ambush and the perpetrators released the second shortly after the abduction.
",Yes,Official Report
2211,2016,6,15,SY,Syrian Arab Republic,Idlib,Idlib,Kafr Takharim,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,2,0,0,Aerial bombardment,Combat/Crossfire,Office/compound,36.117.544,3.651.463,Political,Foreign or coalition forces,Russian Syrian Military Coalition,Two volunteers were severely injured during an airstrike on their operational centre. One of the volunteers lost his hand as a result of the attack.,Yes,Media
3621,2016,6,15,PS,Occupied Palestinian Territories,Gaza Strip,Gaza,"Beit Hanoun, Eretz Crossing",0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,Bodily assault,Detention,Custody,315.582,34.544.722,Political,Host state,Israel Defense Forces (IDF),One INGO national male staff member was detained at the crossing between Gaza and Israel by the Israel Defense Forces on allegations of terror financing. Media reports from 2020 indicate the staff member was tortured in custody causing damage to his head/hearing.,Yes,Media
2213,2016,6,16,SY,Syrian Arab Republic,Aleppo,Aleppo,Al Sukkari,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,Aerial bombardment,Combat/Crossfire,Unknown,36.174.135,37.140.934,Unknown,Foreign or coalition forces,Russian Syrian Military Coalition,"One volunteer suffered a severe head injury after an airstrike in Al Sukkari, Aleppo.
",Yes,Media
2099,2016,6,17,CF,Central African Republic,Bangui,Bangui,Amou,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,Unknown,Ambush,Road,5.725.947,19.078.274,Unknown,Non-state armed group: Unknown,Not applicable,An INGO truck driver was killed during an ambush by six armed men on two trucks in Amou.,Yes,Official Report
2151,2016,6,23,BD,Bangladesh,Dhaka,Dhaka,Zigatola Tannery More,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,Bodily assault,Ambush,Road,23.736.083,90.363.067,Economic,Unknown,Unknown,An INGO national staff member was shot in the leg through the window of his car when he was ambushed by assailants on motorcycles in Hazaribagh while on his way to work. The armed robbers stole a significant amount of money that he had withdrawn from a cash machine shortly before the incident.,Yes,Media
2104,2016,6,24,CF,Central African Republic,Nana-Grebizi,Kaga-Bandoro,Kaga-Bandoro,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,Unknown,Individual attack,Public location,6.996.037,19.185.032,Unknown,Unknown,Unknown,"An INGO staff member was killed in a hotel in Kaga Bandoro.
",Yes,Official Report
2256,2016,6,24,AF,Afghanistan,Kundoz,Khanabad,"Khan Abad port, Shir Abad",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,Shooting,Individual attack,Home,36.681.449,69.114.905,Incidental,Unaffiliated,Not applicable,"One national staff member was killed in his home in Kunduz city, Khan Abad port, Shir Abad Area by unknown gunmen during the night. The incident was a result of a personal dispute.",Yes,Focal Point
2103,2016,6,25,SO,Somalia,Banadir,Banadir,Mogadishu,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,Complex attack,Ambush,Public location,2.046.934,45.318.162,Incidental,Non-state armed group: National,Al Shabaab,One INGO staff member was killed as a result of a Al Shaabab attack on the Naso Hablod hotel in Mogadishu. The staff member was standing across the street when the initial blast from the VBIED occurred at the entrance to the hotel. He died as a result of his injuries as did 14 other people. Twenty-five civilians were also injured in the attack.,Yes,Media
2145,2016,6,27,AF,Afghanistan,Sar-e Pol,Sangcharak,Dehmerda,1,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,2,2,0,0,Kidnapping,Unknown,Unknown,35.852.357,6.652.239,Political,Non-state armed group: Unknown,Not applicable,"In Dehmerda village, one UN contracted polio personnel was abducted by gunmen along with one NGO staff member, a government health department employee (not counted here), and a local driver (not currently counted).",Yes,Official Report
2152,2016,6,29,SY,Syrian Arab Republic,Damascus,Damascus,Damascus,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,Shooting,Ambush,Road,33.513.807,36.276.528,Political,Unknown,Unknown,One NRCS driver was shot in the chest by a sniper while driving in a convoy that was delivering humanitarian relief supplies. He is recovering in a hospital in Damascus.,Yes,Media
2105,2016,7,5,SS,South Sudan,Eastern Equatoria,Torit,Torit-Kapoeta Road,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,Shooting,Ambush,Road,441.067,32.576.909,Unknown,Unknown,Unknown,"One INGO national staff member was killed by armed men who ambushed a private vehicle on the Torit-Kapoeta road in Eastern Equatorial. Other passengers in the car were robbed of their belongings, including cash, but were otherwise unharmed. The circumstances surrounding the killing of the INGO staff member are currently unknown.",Yes,Official Report
2286,2016,7,6,SS,South Sudan,Western Equatoria,Mundri West,Mundri Central,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,Shooting,Ambush,Road,5.4259,303.858,Unknown,Unknown,Unknown,On 06th July 2016 at Mundri Centre a UN-contracted truck driver was shot dead for an unknown reason while his truck had been parked overnight. The truck was transporting food commodities from Uganda to Wunrok but the cargo remained intact.,Yes,Focal Point
2250,2016,7,8,SS,South Sudan,Central Equatoria,Juba,Juba,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,Shooting,Combat/Crossfire,Road,4.859.363,3.157.125,Incidental,Non-state armed group: National,Sudan People's Liberation Army-in-Opposition (SPLA-IO),On INGO driver was shot in the foot during a crossfire incident at a checkpoint in Juba. He was hospitalized as a result of his injury.,Yes,Focal Point
2148,2016,7,9,AF,Afghanistan,Kabul,Kabul,Kabul,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,Kidnapping,Ambush,Road,34.555.349,69.207.486,Political,Unknown,Unknown,"One INGO international aid worker was abducted from her car while travelling home from an appointment in Kabul. Reportedly, the assailants were not part of the Taliban. The aid worker was released on July 23rd.",Yes,Media
2285,2016,7,9,SS,South Sudan,Central Equatoria,Juba,Juba,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,Shooting,Combat/Crossfire,Public location,4.859.363,3.157.125,Incidental,Non-state armed group: Unknown,Not applicable,"A driver for an INGO (UN implementing partner) was shot during crossfire between anti-government forces and government forces in Juba city. The driver, badly wounded, needed to be MEDIVACED to Uganda for treatment.",Yes,Official Report
2251,2016,7,10,SS,South Sudan,Central Equatoria,Juba,Juba,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,Bodily assault,Detention,Road,4.859.363,3.157.125,Incidental,Police or paramilitary,Unknown,One INGO driver was detained at a security checkpoint in Juba and physically assaulted. He had to be hospitalized as a result of his injuries.,Yes,Focal Point
2165,2016,7,11,SS,South Sudan,Central Equatoria,Juba,Juba,0,16,0,0,0,0,1,0,0,0,1,0,15,0,0,15,1,15,0,0,16,9,7,0,Rape/sexual assault ,Raid,Public location,4.859.363,3.157.125,Political,Host State,South Sudan Defence Forces (SSDF),"On July 11th in Juba, South Sudanese soldiers invaded Terrain Hotel, a location that was popular with international staff. According to reports, the soldiers raped 5 international staff members and killed one national staff member. Other staff members (10) were also sexually assaulted, assaulted and/or wounded by other means as a direct result of the attack. (Updated: October 2016)",Yes,Media
2199,2016,7,11,SS,South Sudan,Lakes,Awerial,Mingkaman,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,Bodily assault,Unknown,Unknown,660.308,29.974.053,Economic,Unaffiliated,Youths,"One international staff member was seriously beaten by local youth in Mingkaman, South Sudan. Due to the severity of the injuries, the staff member had to be medically evacuated to another hospital. The incident was reportedly the result of a local contractual dispute.",Yes,Official Report
2200,2016,7,11,SS,South Sudan,Eastern Equatoria,Torit,Lyria-Nesitu Junction Road,0,4,0,0,0,0,1,2,0,0,3,0,1,0,0,1,1,3,0,0,4,1,0,3,Shooting,Ambush,Road,4.5607,324.972,Unknown,Non-state armed group: Unknown,Not applicable,"An INGO vehicle was ambushed on the Lyria, Nesitu Junction road in Central Equatorial, South Sudan. The unknown armed assailants killed one local INGO worker (medic) and seriously wounded an additional international and two national staff members while they were travelling in Nesitu on their way to Nimule. The motive and perpetrators of the attack are unknown but it was reported that the team was withdrawing from anti-government forces that were approaching the area.",Yes,Official Report
2146,2016,7,14,SS,South Sudan,Lakes,Rumbek East,Barpakeny,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,Shooting,Unknown,Unknown,6.807.249,29.678.888,Incidental,Unaffiliated,Not applicable,"An INGO national staff member was shot and killed in Barpakeny, Rumbek East. The incident appears to have been related to a personal matter and not because the victim was an aid worker.",Yes,Official Report
2447,2016,7,15,SY,Syrian Arab Republic,Aleppo,Jebel Saman,Atareb,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,Aerial bombardment,Combat/Crossfire,Home,36.202.105,3.713.428,Incidental,Foreign or coalition forces,Russian Syrian Military Coalition,One female national aid worker was killed in her home during an aerial bombing attack by Syrian forces.,Yes,Focal Point
2198,2016,7,17,AF,Afghanistan,Sar-e Pol,,,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,3,0,0,Kidnapping,Ambush,Unknown,35.670.747,66.046.353,Political,Non-state armed group: Unknown,Not applicable,Three NRCS doctors were abducted from Sar-e Pol province on July 14th by an unknown armed militant group. They were released on July 17th after security forces and tribal leaders collaborated in securing their release. The aid workers were providing medical assistance to villagers in the area.,Yes,Media
2208,2016,7,17,SY,Syrian Arab Republic,,,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,Shelling,Combat/Crossfire,Unknown,34.802.075,38.996.815,Incidental,Unknown,Unknown,A UN national staff member was killed in a mortar attack while returning home.,Yes,Official Report
2147,2016,7,20,SY,Syrian Arab Republic,Rural Damascus,Darayya,Darayya,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,Unknown,Unknown,Unknown,33.456.443,36.235.963,Unknown,Unknown,Unknown,One NGO volunteer was killed while helping to rescue civilians. The circumstances surrounding his death are currently unknown.,Yes,Media
2246,2016,7,26,SO,Somalia,Banadir,Banadir,Mogadishu,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,Vehicle-born IED,Ambush,Road,2.046.934,45.318.162,Political,Non-state armed group: Unknown,Not applicable,A vehicle-borne IED detonated close to a UN compound as a convoy was passing. One national UN staff member was walking near the explosion and was killed instantly as a result of the explosion.,Yes,Focal Point
2149,2016,7,27,NG,Nigeria,Borno,Konduga,Bama to Maiduguri,1,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,2,Unknown,Ambush,Road,11.529.264,13.653.517,Unknown,Unknown,Unknown,"An attack on a humanitarian convoy injured one UN aid worker and another from an International Organization. Both were hospitalized as a result of the attack, which occurred on the road between Bama and Maiduguri. Travel to high-risk areas was temporarily suspended.",Yes,Official Report
2294,2016,7,29,AF,Afghanistan,Takhar,Farkhar,Khawaki,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,Shooting,Raid,Project site,365.058,698.636,Political,Non-state armed group: Unknown,Not applicable,"Unknown armed men fired upon an NGO's work site. Armed guards supporting the NGO responded to the attack. In the crossfire exchange, one deminer was shot and required medical attention at Takhar hospital and is expected to recover. The NGO is a UN partner group.",Yes,Focal Point
2174,2016,8,2,SY,Syrian Arab Republic,Aleppo,Aleppo,Aleppo,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,Unknown,Individual attack,Project site,36.202.105,3.713.426,Political,Unknown,Unknown,A volunteer for a local NGO was reportedly killed in a targeted attack while clearing unexploded ordnance in Aleppo.,Yes,Media
2153,2016,8,9,SS,South Sudan,Unity,Koch,"Mayendit County, Rubkway",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,Shooting,Unknown,Public location,8.723.687,30.164.704,Incidental,Unknown,Unknown,The remains of 47 people were found on the outskirts of Rubkway in Mayendit County on August 9th by a UNMISS patrol. Increased fighting has been reported in the area since August 7th between the SPLA and a currently unidentified group. One NGO staff member was extracted from the area with gunshot wounds and treated at the UNMISS base.,Yes,Official Report
2154,2016,8,11,YE,Yemen,Taiz,Salah,Al-Horaish,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,Shooting,Individual attack,Project site,135.832.214.084.084,440.185.053.071.493,Political,Unknown,Unknown,One NRCS volunteer was shot dead by a sniper in Taiz city. He was on an official mission to do a field survey and was fully dressed in NRCS uniform (a red and white vest showing the Red Crescent). There was prior coordination with the Resistance Committees and acceptance to carry out this survey in the area under their control.,Yes,Official Report
2175,2016,8,11,SY,Syrian Arab Republic,Aleppo,Jebel Saman,Al Ramosa,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,Shelling,Combat/Crossfire,Project site,36.202.105,3.713.426,Incidental,Unknown,Unknown,A volunteer for an NGO died amid shelling on the neighborhood of Al Ramosa in Aleppo while performing his service to the community.,Yes,Media
2209,2016,8,11,CD,DR Congo,Equateur,Basankusu,Basankusu,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,Shooting,Individual attack,Unknown,1.217.441,19.800.838,Economic,Unknown,Unknown,Two robbers shot and killed an INGO aid worker during a robbery and stole a significant amount of money which was reportedly part of the organization's payroll funds.,Yes,Official Report
2444,2016,8,13,SY,Syrian Arab Republic,Aleppo,Aleppo,Atareb,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,Aerial bombardment,Combat/Crossfire,Home,36.202.105,3.713.426,Incidental,Foreign or coalition forces,Russian Syrian Military Coalition,Three national male staff members were killed in their homes as a result of an aerial bombardment campaign by the Syrian government and/or its allies on Aleppo.,Yes,Focal Point
2156,2016,8,15,YE,Yemen,Hajjah,,,0,7,0,0,0,0,1,6,0,0,7,0,0,0,0,0,1,6,0,0,7,1,0,6,Aerial bombardment,Combat/Crossfire,Project site,160.017.660.424.911,431.950.026.485.631,Incidental,Foreign or coalition forces,Saudi-led Coalition (SLC),"An airstrike on an INGO supported hospital in Hajjah governorate in Yemen, killed one INGO staff member and injured 6 others. At least nine civilians were also killed in the attack and two others died while being transport to another hospital.",Yes,Media
2155,2016,8,16,CD,DR Congo,North Kivu,Masisi,"Misinga, Mweso-Kalembe Road",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,Shooting,Ambush,Road,-1.398.883,28.815.942,Unknown,Non-state armed group: Unknown,Not applicable,"Two INGO vehicles were ambushed along the Mweso-Kalembe road in Misinga village, North Kivu on August 16th. The armed assailants shot and wounded an international INGO staff member. Three national INGO staff members were also abducted during the attack and then released later on in the day.",Yes,Official Report
2157,2016,8,17,SS,South Sudan,Western Equatoria,Yambio,Yambio,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,Shooting,Individual attack,Home,4.577.569,28.398.784,Unknown,Unknown,Unknown,A contractor for a UN agency was shot and killed in his home in Yambio on August 17th. No further information is currently available about the incident.,Yes,Official Report
2252,2016,8,19,HN,Honduras,Olancho,,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,Shooting,Ambush,Road,14.806.741,-85.766.664,Unknown,Unknown,Unknown,One female NRCS staff member was shot and killed in Olancho on her way home.,Yes,Focal Point
2167,2016,8,25,AF,Afghanistan,Helmand,Nad Ali,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,Aerial bombardment,Combat/Crossfire,Public location,31.664.218,6.426.615,Incidental,Non-state armed group: National,Unknown,"One staff member, a private company partner with a UN agency, was killed during airstrikes on a prison run by anti-government militants. The staff member was initially abducted by the militants and held hostage in the prison. Reportedly, Afghan Security forces and civilians were also killed in the attack. The partner was initially kidnapped on August 15th, 2016.
",Yes,Official Report
2261,2016,8,25,SO,Somalia,Banadir,Banadir,Mogadishu,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,Complex attack,Raid,Public location,2.046.934,45.318.162,Incidental,Non-state armed group: National,Al Shabaab,Two INGO aid workers jumped from the second floor of their hotel to get away from an Al-Shaabab attack on a restaurant that was in close proximity to the hotel. One of the aid workers hurt his shoulder in the escape and had to be admitted to the hospital and then was transferred after they were both evacuated to Nairobi.,Yes,Focal Point
2158,2016,9,1,SS,South Sudan,Western Equatoria,Yambio,"Yambio-Maridi Road, between Baambaru and Yambio",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,Shooting,Ambush,Road,4.611.246,28.466.949,Unknown,Unknown,Unknown,"Two people were shot and killed while travelling between Baambaru and Yambio town. One of the victims (male) was a driver for an INGO and the other (female) was part of a church group (not counted here). Reportedly, the perpetrators did not take anything from the victims.",Yes,Official Report
2162,2016,9,2,SS,South Sudan,Eastern Equatoria,Torit,Torit,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,Shooting,Ambush,Road,4.418.592,32.510.519,Unknown,Unknown,Unknown,A commercial vehicle contracted by an INGO to deliver supplies came under fire while on the Magwi-Torit road close to Torit town in Eastern Equatorial. The driver and a passenger (not currently counted in this incident) were shot and had to receive medical attention.,Yes,Official Report
2159,2016,9,5,CD,DR Congo,North Kivu,Masisi,"Misinga, Mweso-Kalembe Road",0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,0,3,Kidnapping,Ambush,Road,-164.399,29.185.867,Unknown,Non-state armed group: Unknown,Not applicable,"Three INGO vehicles were intercepted by gunmen at Misinga village along Kalembe road. Three INGO workers were abducted. They were released on Wednesday, September 7th.",Yes,Official Report
